脱敏客户ID,付款时间,支付金额
cumid619,2023-09-10 19:53:40,18.91
cumid620,2023-09-10 20:17:43,19.97
cumid250,2023-09-10 20:37:18,9.49
cumid621,2023-09-10 20:48:31,18.67
cumid622,2023-09-10 21:01:02,97.28
cumid623,2023-09-10 21:02:34,25.46
cumid624,2023-09-10 21:23:19,38.43
cumid625,2023-09-10 21:23:58,18.85
cumid626,2023-09-10 21:27:15,25.46
cumid627,2023-09-10 21:30:31,37.71
cumid628,2023-09-10 21:44:33,112.3
cumid629,2023-09-10 21:52:58,113.75
cumid627,2023-09-10 22:15:06,19.16
cumid630,2023-09-10 22:22:31,626.94
cumid631,2023-09-10 22:48:09,19.02
cumid632,2023-09-10 22:55:30,38.4
cumid633,2023-09-10 23:09:05,18.91
cumid634,2023-09-10 23:15:02,17.57
cumid635,2023-09-10 23:37:29,15.59
cumid636,2023-09-10 23:52:34,99.49
cumid637,2023-09-11 01:04:01,38.94
cumid638,2023-09-11 02:08:53,9.61
cumid43,2023-09-11 07:27:04,17.63
cumid639,2023-09-11 07:54:33,208.72
cumid640,2023-09-11 08:10:23,19.57
cumid641,2023-09-11 08:52:07,127.66
cumid642,2023-09-11 09:05:02,19.81
cumid643,2023-09-11 09:05:30,105.09
cumid644,2023-09-11 09:42:58,17.09
cumid645,2023-09-11 09:48:56,675.56
cumid646,2023-09-11 09:53:42,136.28
cumid647,2023-09-11 10:24:04,39.66
cumid648,2023-09-11 10:35:25,20.22
cumid649,2023-09-11 10:36:51,18.98
cumid650,2023-09-11 10:38:44,10.0
cumid651,2023-09-11 10:41:14,18.8
cumid410,2023-09-11 10:41:19,18.98
cumid652,2023-09-11 10:42:13,19.79
cumid418,2023-09-11 10:50:55,19.45
cumid653,2023-09-11 10:53:56,24.94
cumid654,2023-09-11 11:01:54,19.45
cumid655,2023-09-11 11:03:41,19.13
cumid656,2023-09-11 11:07:08,19.66
cumid657,2023-09-11 11:08:45,20.07
cumid658,2023-09-11 11:16:08,9.77
cumid659,2023-09-11 11:18:31,9.95
cumid660,2023-09-11 11:19:41,9.55
cumid661,2023-09-11 11:41:15,19.54
cumid662,2023-09-11 11:44:57,24.93
cumid663,2023-09-11 12:01:00,24.63
cumid664,2023-09-11 12:05:12,24.75
cumid665,2023-09-11 12:22:38,18.71
cumid124,2023-09-11 12:30:32,19.76
cumid666,2023-09-11 12:34:15,19.77
cumid667,2023-09-11 12:36:50,19.29
cumid668,2023-09-11 12:38:49,19.99
cumid669,2023-09-11 12:39:35,19.63
cumid670,2023-09-11 12:41:51,109.3
cumid671,2023-09-11 12:42:17,20.01
cumid672,2023-09-11 13:02:04,37.89
cumid673,2023-09-11 13:11:30,38.66
cumid674,2023-09-11 13:17:37,18.71
cumid675,2023-09-11 13:18:27,19.15
cumid676,2023-09-11 13:27:34,19.64
cumid677,2023-09-11 13:33:32,38.84
cumid678,2023-09-11 13:56:09,19.82
cumid679,2023-09-11 13:56:30,19.36
cumid680,2023-09-11 14:28:07,25.25
cumid681,2023-09-11 14:28:14,18.24
cumid682,2023-09-11 14:40:06,9.89
cumid683,2023-09-11 14:44:22,111.9
cumid684,2023-09-11 14:59:18,9.57
cumid685,2023-09-11 15:00:39,9.71
cumid686,2023-09-11 15:14:18,116.85
cumid687,2023-09-11 15:16:46,9.68
cumid688,2023-09-11 15:36:00,24.67
cumid689,2023-09-11 15:40:26,25.97
cumid690,2023-09-11 15:47:13,25.01
cumid691,2023-09-11 16:10:23,10.04
cumid692,2023-09-11 16:27:48,19.33
cumid693,2023-09-11 16:37:34,38.86
cumid693,2023-09-11 16:39:18,39.97
cumid694,2023-09-11 17:12:17,115.19
cumid695,2023-09-11 17:30:36,40.23
cumid696,2023-09-11 18:20:11,18.79
cumid697,2023-09-11 18:23:16,40.06
cumid698,2023-09-11 18:30:56,39.2
cumid699,2023-09-11 18:32:55,95.22
cumid700,2023-09-11 18:38:32,19.81
cumid701,2023-09-11 19:30:35,19.82
cumid702,2023-09-11 19:51:27,37.98
cumid703,2023-09-11 19:53:48,221.34
cumid704,2023-09-11 20:45:52,25.28
cumid705,2023-09-11 20:49:56,44.19
cumid706,2023-09-11 21:01:21,38.62
cumid707,2023-09-11 21:27:54,19.7
cumid708,2023-09-11 21:40:25,118.14
cumid709,2023-09-11 22:31:45,17.98
cumid710,2023-09-11 22:37:16,10.03
cumid711,2023-09-11 22:56:37,19.98
cumid712,2023-09-11 23:00:46,112.16
cumid713,2023-09-11 23:06:43,115.57
cumid714,2023-09-11 23:11:32,120.76
cumid715,2023-09-11 23:15:43,16.99
cumid716,2023-09-11 23:33:46,114.19
cumid717,2023-09-12 00:00:29,39.95
cumid718,2023-09-12 00:14:13,9.61
cumid719,2023-09-12 07:25:32,125.01
cumid720,2023-09-12 08:07:31,17.68
cumid721,2023-09-12 08:34:32,18.59
cumid722,2023-09-12 08:53:14,19.66
cumid723,2023-09-12 09:05:46,19.05
cumid724,2023-09-12 09:15:03,20.16
cumid725,2023-09-12 09:40:55,19.38
cumid726,2023-09-12 09:44:37,18.74
cumid727,2023-09-12 10:06:10,107.61
cumid728,2023-09-12 10:09:16,28.31
cumid729,2023-09-12 10:35:56,101.57
cumid730,2023-09-12 10:40:29,145.45
cumid732,2023-09-12 11:20:30,37.31
cumid733,2023-09-12 11:37:02,9.61
cumid734,2023-09-12 12:07:52,18.89
cumid735,2023-09-12 12:15:48,25.53
cumid736,2023-09-12 12:22:55,227.88
cumid737,2023-09-12 12:29:25,122.52
cumid738,2023-09-12 12:30:24,9.56
cumid2,2023-09-12 12:43:30,104.6
cumid739,2023-09-12 13:04:50,110.01
cumid740,2023-09-12 13:32:20,19.34
cumid43,2023-09-12 13:39:19,19.86
cumid741,2023-09-12 13:50:42,9.49
cumid742,2023-09-12 13:51:40,115.59
cumid743,2023-09-12 14:22:19,19.08
cumid744,2023-09-12 14:43:39,115.25
cumid745,2023-09-12 15:03:32,49.32
cumid746,2023-09-12 15:06:36,40.41
cumid747,2023-09-12 15:09:34,45.75
cumid748,2023-09-12 15:09:36,44.13
cumid749,2023-09-12 15:11:03,38.8
cumid750,2023-09-12 15:11:04,46.57
cumid751,2023-09-12 15:12:37,37.79
cumid752,2023-09-12 15:15:41,19.3
cumid43,2023-09-12 15:19:12,43.95
cumid665,2023-09-12 15:20:13,19.0
cumid753,2023-09-12 15:20:30,46.24
cumid678,2023-09-12 15:24:23,19.24
cumid754,2023-09-12 15:28:53,40.3
cumid755,2023-09-12 15:34:50,37.85
cumid756,2023-09-12 15:35:07,45.33
cumid757,2023-09-12 15:37:06,40.36
cumid137,2023-09-12 15:38:06,44.18
cumid758,2023-09-12 15:38:11,46.79
cumid758,2023-09-12 15:39:53,19.13
cumid759,2023-09-12 15:42:06,19.52
cumid750,2023-09-12 15:50:14,18.65
cumid760,2023-09-12 15:50:46,37.48
cumid760,2023-09-12 15:51:37,43.64
cumid761,2023-09-12 15:51:48,44.46
cumid761,2023-09-12 15:55:40,39.74
cumid762,2023-09-12 15:55:54,19.03
cumid763,2023-09-12 16:03:10,43.23
cumid764,2023-09-12 16:03:47,18.78
cumid765,2023-09-12 16:05:16,45.09
cumid763,2023-09-12 16:08:38,38.2
cumid766,2023-09-12 16:13:10,104.08
cumid767,2023-09-12 16:13:54,19.95
cumid768,2023-09-12 16:20:02,45.52
cumid768,2023-09-12 16:21:21,43.95
cumid769,2023-09-12 16:23:37,19.28
cumid770,2023-09-12 16:29:01,20.06
cumid771,2023-09-12 16:50:15,25.46
cumid772,2023-09-12 16:50:35,25.1
cumid67,2023-09-12 17:00:24,45.38
cumid773,2023-09-12 17:02:21,45.4
cumid774,2023-09-12 17:15:28,26.33
cumid775,2023-09-12 17:18:49,115.84
cumid776,2023-09-12 17:25:46,45.52
cumid777,2023-09-12 17:25:47,44.06
cumid765,2023-09-12 17:31:32,20.14
cumid778,2023-09-12 17:37:21,40.34
cumid777,2023-09-12 17:40:20,37.75
cumid779,2023-09-12 17:51:20,39.01
cumid780,2023-09-12 18:16:09,39.68
cumid781,2023-09-12 19:35:42,37.27
cumid781,2023-09-12 19:35:57,39.11
cumid782,2023-09-12 19:45:10,25.49
cumid783,2023-09-12 19:59:51,26.07
cumid784,2023-09-12 19:59:56,219.27
cumid97,2023-09-12 20:05:54,26.28
cumid785,2023-09-12 21:00:47,25.09
cumid786,2023-09-12 21:22:53,117.89
cumid787,2023-09-12 21:49:55,70.31
cumid788,2023-09-12 22:03:17,38.81
cumid789,2023-09-12 22:21:51,20.0
cumid790,2023-09-12 22:28:58,20.17
cumid791,2023-09-12 23:12:56,9.63
cumid792,2023-09-12 23:22:27,25.42
cumid793,2023-09-12 23:42:52,115.58
cumid794,2023-09-12 23:57:32,18.87
cumid795,2023-09-13 00:26:10,120.83
cumid796,2023-09-13 01:01:00,112.64
cumid797,2023-09-13 01:54:43,46.41
cumid798,2023-09-13 04:40:16,231.13
cumid799,2023-09-13 08:18:57,20.11
cumid800,2023-09-13 08:42:42,64.28
cumid802,2023-09-13 10:00:56,48.09
cumid803,2023-09-13 10:19:22,220.82
cumid804,2023-09-13 10:51:14,37.6
cumid805,2023-09-13 11:14:50,28.69
cumid806,2023-09-13 11:30:26,26.3
cumid807,2023-09-13 11:54:01,9.97
cumid808,2023-09-13 12:32:51,108.47
cumid809,2023-09-13 12:34:10,25.41
cumid810,2023-09-13 12:53:39,9.79
cumid811,2023-09-13 13:13:25,19.47
cumid812,2023-09-13 14:00:09,24.86
cumid813,2023-09-13 14:00:48,24.64
cumid814,2023-09-13 14:12:06,201.98
cumid815,2023-09-13 14:21:22,25.91
cumid816,2023-09-13 14:43:02,37.7
cumid817,2023-09-13 14:57:26,215.09
cumid818,2023-09-13 15:12:27,18.63
cumid819,2023-09-13 15:58:57,9.49
cumid820,2023-09-13 16:02:09,98.71
cumid821,2023-09-13 16:03:09,24.33
cumid822,2023-09-13 16:23:37,37.45
cumid823,2023-09-13 16:27:11,38.38
cumid824,2023-09-13 16:30:59,9.76
cumid825,2023-09-13 16:33:02,9.94
cumid826,2023-09-13 16:47:26,450.75
cumid827,2023-09-13 16:52:56,9.92
cumid828,2023-09-13 17:16:02,19.35
cumid829,2023-09-13 17:16:05,39.93
cumid830,2023-09-13 18:01:32,113.17
cumid831,2023-09-13 18:09:05,25.33
cumid832,2023-09-13 18:13:42,39.81
cumid833,2023-09-13 18:40:05,25.88
cumid834,2023-09-13 18:46:05,111.94
cumid835,2023-09-13 18:57:23,109.11
cumid836,2023-09-13 19:20:55,115.1
cumid837,2023-09-13 19:38:57,19.1
cumid838,2023-09-13 20:00:48,19.16
cumid840,2023-09-13 20:56:43,112.71
cumid841,2023-09-13 21:21:14,9.44
cumid842,2023-09-13 21:33:21,9.67
cumid843,2023-09-13 21:36:46,37.81
cumid844,2023-09-13 22:10:07,111.23
cumid845,2023-09-13 22:26:48,19.57
cumid846,2023-09-13 22:44:50,25.98
cumid847,2023-09-13 22:49:56,9.97
cumid848,2023-09-13 23:13:51,45.89
cumid849,2023-09-13 23:37:51,37.01
cumid850,2023-09-13 23:57:17,9.39
cumid851,2023-09-13 23:58:55,38.49
cumid852,2023-09-14 01:55:01,131.08
cumid853,2023-09-14 04:02:18,216.56
cumid854,2023-09-14 08:04:56,39.11
cumid855,2023-09-14 08:19:22,40.09
cumid856,2023-09-14 08:53:03,24.5
cumid857,2023-09-14 09:28:50,25.6
cumid858,2023-09-14 11:11:31,112.04
cumid859,2023-09-14 11:13:35,115.1
cumid860,2023-09-14 11:18:09,39.48
cumid861,2023-09-14 11:22:24,38.49
cumid862,2023-09-14 11:44:39,9.63
cumid863,2023-09-14 11:46:48,9.25
cumid864,2023-09-14 12:02:57,28.33
cumid865,2023-09-14 12:19:07,40.18
cumid866,2023-09-14 12:34:05,113.99
cumid867,2023-09-14 12:39:45,9.66
cumid868,2023-09-14 12:42:31,9.88
cumid869,2023-09-14 12:55:10,9.95
cumid870,2023-09-14 13:04:03,25.14
cumid871,2023-09-14 13:07:12,38.9
cumid872,2023-09-14 14:00:45,25.99
cumid873,2023-09-14 14:06:57,28.05
cumid874,2023-09-14 14:39:55,40.51
cumid875,2023-09-14 14:55:38,25.84
cumid876,2023-09-14 15:14:56,38.78
cumid877,2023-09-14 15:16:28,71.1
cumid878,2023-09-14 15:36:21,40.44
cumid879,2023-09-14 16:02:30,18.83
cumid880,2023-09-14 16:17:03,40.19
cumid881,2023-09-14 16:37:17,10.05
cumid882,2023-09-14 16:57:54,114.4
cumid883,2023-09-14 17:28:53,9.6
cumid884,2023-09-14 18:31:41,9.85
cumid885,2023-09-14 18:34:13,38.66
cumid886,2023-09-14 18:53:55,38.68
cumid887,2023-09-14 19:10:15,16.94
cumid888,2023-09-14 19:24:12,26.02
cumid889,2023-09-14 19:32:04,9.95
cumid890,2023-09-14 19:35:18,115.33
cumid891,2023-09-14 19:51:37,38.29
cumid892,2023-09-14 20:22:08,38.6
cumid893,2023-09-14 20:41:20,38.08
cumid894,2023-09-14 20:45:22,215.72
cumid895,2023-09-14 21:19:09,9.89
cumid896,2023-09-14 21:19:55,220.96
cumid897,2023-09-14 21:29:16,16.89
cumid898,2023-09-14 21:32:47,18.14
cumid899,2023-09-14 21:33:57,9.83
cumid900,2023-09-14 21:50:35,37.82
cumid900,2023-09-14 21:50:45,38.21
cumid901,2023-09-14 21:58:56,9.7
cumid902,2023-09-14 22:07:06,19.26
cumid903,2023-09-14 22:11:28,39.63
cumid904,2023-09-14 22:15:35,9.69
cumid905,2023-09-14 22:28:16,9.8
cumid906,2023-09-14 22:46:16,39.33
cumid907,2023-09-14 22:56:54,120.69
cumid908,2023-09-14 23:28:54,124.42
cumid909,2023-09-14 23:39:40,19.69
cumid910,2023-09-14 23:55:43,46.67
cumid911,2023-09-15 00:03:26,25.9
cumid912,2023-09-15 00:13:25,127.51
cumid913,2023-09-15 00:27:37,19.94
cumid914,2023-09-15 01:14:22,43.91
cumid915,2023-09-15 01:51:10,17.5
cumid916,2023-09-15 07:09:18,117.33
cumid917,2023-09-15 07:38:18,18.66
cumid918,2023-09-15 08:35:02,128.72
cumid919,2023-09-15 08:40:00,17.26
cumid920,2023-09-15 09:28:15,9.6
cumid921,2023-09-15 09:44:13,17.67
cumid922,2023-09-15 09:47:53,9.98
cumid923,2023-09-15 10:01:42,104.81
cumid924,2023-09-15 10:16:44,9.7
cumid925,2023-09-15 10:40:40,112.65
cumid926,2023-09-15 11:08:20,18.6
cumid927,2023-09-15 11:14:57,653.43
cumid928,2023-09-15 11:33:15,18.84
cumid929,2023-09-15 11:37:35,119.25
cumid930,2023-09-15 11:57:11,9.76
cumid931,2023-09-15 12:10:18,119.83
cumid932,2023-09-15 12:30:37,115.91
cumid933,2023-09-15 12:33:19,9.43
cumid656,2023-09-15 12:49:05,30.1
cumid934,2023-09-15 12:53:11,109.64
cumid935,2023-09-15 13:23:44,10.0
cumid936,2023-09-15 13:47:38,213.35
cumid937,2023-09-15 13:57:53,19.67
cumid938,2023-09-15 14:24:57,19.55
cumid939,2023-09-15 14:33:42,10.03
cumid940,2023-09-15 14:50:48,38.52
cumid941,2023-09-15 15:08:33,9.86
cumid942,2023-09-15 15:26:35,99.26
cumid943,2023-09-15 15:37:47,19.8
cumid944,2023-09-15 15:38:26,39.44
cumid945,2023-09-15 15:56:28,40.08
cumid946,2023-09-15 15:57:49,111.61
cumid947,2023-09-15 16:18:13,38.51
cumid948,2023-09-15 16:54:58,100.05
cumid949,2023-09-15 17:06:07,209.83
cumid950,2023-09-15 17:18:58,38.12
cumid951,2023-09-15 17:33:25,118.54
cumid43,2023-09-15 17:34:40,38.16
cumid952,2023-09-15 18:22:01,37.63
cumid953,2023-09-15 18:32:41,37.63
cumid954,2023-09-15 18:51:20,96.74
cumid955,2023-09-15 19:05:48,217.02
cumid956,2023-09-15 19:10:01,37.43
cumid957,2023-09-15 19:49:51,38.47
cumid958,2023-09-15 20:27:41,40.34
cumid959,2023-09-15 20:40:33,110.32
cumid960,2023-09-15 20:50:07,9.97
cumid961,2023-09-15 21:08:48,39.17
cumid962,2023-09-15 21:22:09,9.98
cumid963,2023-09-15 21:23:33,38.3
cumid964,2023-09-15 21:46:10,214.57
cumid965,2023-09-15 22:02:20,19.31
cumid966,2023-09-15 22:03:24,38.6
cumid967,2023-09-15 22:07:07,39.31
cumid968,2023-09-15 22:09:38,9.9
cumid969,2023-09-15 22:13:14,24.51
cumid970,2023-09-15 22:48:31,19.08
cumid971,2023-09-15 22:51:35,24.52
cumid972,2023-09-15 23:22:21,36.57
cumid973,2023-09-15 23:31:19,110.84
cumid974,2023-09-15 23:51:35,39.97
cumid975,2023-09-16 00:10:31,24.31
cumid976,2023-09-16 02:48:58,10.01
cumid977,2023-09-16 03:23:10,19.91
cumid555,2023-09-16 09:38:39,102.68
cumid978,2023-09-16 09:42:55,26.12
cumid979,2023-09-16 09:48:40,9.89
cumid980,2023-09-16 09:52:41,26.17
cumid981,2023-09-16 10:28:16,38.99
cumid982,2023-09-16 10:35:45,43.95
cumid982,2023-09-16 10:44:55,106.5
cumid983,2023-09-16 10:55:57,9.45
cumid984,2023-09-16 11:19:48,37.86
cumid418,2023-09-16 11:25:05,35.54
cumid985,2023-09-16 11:45:58,36.39
cumid986,2023-09-16 11:52:12,24.42
cumid987,2023-09-16 11:59:02,38.03
cumid988,2023-09-16 12:08:33,9.39
cumid989,2023-09-16 12:24:46,9.47
cumid990,2023-09-16 12:27:45,37.19
cumid991,2023-09-16 12:39:36,37.85
cumid992,2023-09-16 12:45:39,9.51
cumid993,2023-09-16 13:07:58,78.65
cumid994,2023-09-16 13:12:52,37.52
cumid995,2023-09-16 13:42:26,9.44
cumid996,2023-09-16 13:44:05,46.68
cumid997,2023-09-16 13:53:41,9.84
cumid998,2023-09-16 13:56:07,39.98
cumid999,2023-09-16 14:27:57,38.09
cumid999,2023-09-16 14:36:09,40.02
cumid1000,2023-09-16 14:39:17,43.94
cumid1001,2023-09-16 14:39:57,46.26
cumid1002,2023-09-16 14:49:07,20.24
cumid1003,2023-09-16 14:51:16,217.48
cumid1004,2023-09-16 14:58:28,46.27
cumid1005,2023-09-16 15:05:33,45.81
cumid1006,2023-09-16 15:20:09,9.47
cumid1007,2023-09-16 15:36:39,24.36
cumid1008,2023-09-16 16:09:14,9.57
cumid1009,2023-09-16 16:10:27,19.27
cumid1010,2023-09-16 16:46:21,9.9
cumid1011,2023-09-16 16:50:55,43.69
cumid1012,2023-09-16 17:06:05,44.2
cumid1013,2023-09-16 17:26:14,99.77
cumid1014,2023-09-16 18:13:26,26.1
cumid1015,2023-09-16 18:27:01,29.44
cumid1016,2023-09-16 18:31:14,24.6
cumid1017,2023-09-16 18:46:39,19.45
cumid1018,2023-09-16 18:46:47,9.99
cumid25,2023-09-16 18:50:12,216.51
cumid1019,2023-09-16 18:58:10,17.84
cumid1020,2023-09-16 19:02:46,38.31
cumid1021,2023-09-16 19:10:59,26.35
cumid1022,2023-09-16 19:19:01,55.17
cumid656,2023-09-16 19:30:47,9.31
cumid1023,2023-09-16 19:35:26,100.77
cumid1024,2023-09-16 19:40:33,9.49
cumid1025,2023-09-16 19:58:41,44.0
cumid1026,2023-09-16 20:34:33,110.72
cumid1027,2023-09-16 20:52:59,112.35
cumid1028,2023-09-16 21:16:59,113.88
cumid1029,2023-09-16 21:22:25,26.37
cumid1030,2023-09-16 21:57:53,9.82
cumid58,2023-09-16 22:08:55,119.28
cumid1031,2023-09-16 22:16:26,204.03
cumid1032,2023-09-16 22:17:06,9.33
cumid1033,2023-09-16 22:43:24,39.06
cumid1034,2023-09-16 22:55:04,9.65
cumid1035,2023-09-16 23:10:24,9.33
cumid1036,2023-09-16 23:11:02,9.52
cumid1037,2023-09-16 23:19:31,145.32
cumid1038,2023-09-16 23:22:02,20.08
cumid1039,2023-09-17 00:04:59,100.16
cumid1040,2023-09-17 07:39:56,217.42
cumid1041,2023-09-17 08:28:02,128.01
cumid1042,2023-09-17 09:10:59,25.07
cumid1042,2023-09-17 09:11:38,111.88
cumid97,2023-09-17 09:18:27,115.18
cumid1043,2023-09-17 09:23:43,19.46
cumid1044,2023-09-17 09:27:54,45.42
cumid1045,2023-09-17 09:44:04,108.39
cumid1046,2023-09-17 09:50:41,44.36
cumid1047,2023-09-17 09:59:27,105.42
cumid1048,2023-09-17 10:08:03,40.08
cumid1049,2023-09-17 10:11:04,9.84
cumid1050,2023-09-17 10:27:15,10.05
cumid1051,2023-09-17 10:33:26,28.02
cumid1052,2023-09-17 10:43:57,9.66
cumid1053,2023-09-17 10:51:08,114.5
cumid1054,2023-09-17 10:54:08,39.98
cumid1055,2023-09-17 11:20:26,9.98
cumid1056,2023-09-17 11:29:05,38.98
cumid1057,2023-09-17 12:07:16,103.97
cumid1058,2023-09-17 12:58:10,29.51
cumid1059,2023-09-17 13:00:51,24.32
cumid1060,2023-09-17 13:10:31,39.68
cumid1061,2023-09-17 13:10:32,25.33
cumid1062,2023-09-17 13:16:56,122.53
cumid1063,2023-09-17 13:17:39,9.92
cumid1064,2023-09-17 13:23:53,110.13
cumid1065,2023-09-17 13:39:21,86.81
cumid1066,2023-09-17 14:12:12,9.89
cumid1067,2023-09-17 14:19:48,19.28
cumid1068,2023-09-17 14:32:55,117.25
cumid1069,2023-09-17 14:35:30,46.49
cumid1070,2023-09-17 14:47:51,26.21
cumid1071,2023-09-17 14:50:29,45.99
cumid1072,2023-09-17 15:17:08,24.47
cumid1073,2023-09-17 15:28:28,108.99
cumid1074,2023-09-17 15:40:49,9.73
cumid1075,2023-09-17 15:44:38,111.32
cumid97,2023-09-17 16:34:31,17.71
cumid1076,2023-09-17 16:36:12,17.74
cumid1077,2023-09-17 16:39:47,17.17
cumid1078,2023-09-17 16:42:51,17.46
cumid1079,2023-09-17 16:42:56,17.11
cumid1080,2023-09-17 16:48:06,17.56
cumid649,2023-09-17 16:49:20,16.86
cumid1081,2023-09-17 16:51:29,16.94
cumid1082,2023-09-17 16:53:00,17.28
cumid1083,2023-09-17 16:54:55,17.95
cumid1084,2023-09-17 16:54:56,17.13
cumid1085,2023-09-17 16:59:27,113.89
cumid1086,2023-09-17 17:03:58,17.32
cumid1087,2023-09-17 17:08:04,18.16
cumid1088,2023-09-17 17:10:56,18.07
cumid1089,2023-09-17 17:15:43,17.66
cumid1090,2023-09-17 17:20:04,9.53
cumid1091,2023-09-17 17:23:00,18.05
cumid1092,2023-09-17 17:32:37,113.49
cumid1093,2023-09-17 17:50:31,9.44
cumid1094,2023-09-17 18:08:58,37.95
cumid1095,2023-09-17 18:19:35,39.61
cumid1096,2023-09-17 18:23:02,17.01
cumid1097,2023-09-17 18:42:48,9.88
cumid1098,2023-09-17 18:44:39,60.55
cumid43,2023-09-17 19:02:26,25.25
cumid1099,2023-09-17 19:47:36,9.79
cumid1100,2023-09-17 19:52:04,9.33
cumid1095,2023-09-17 20:07:36,9.86
cumid1101,2023-09-17 20:42:33,17.48
cumid1102,2023-09-17 20:48:17,110.32
cumid1103,2023-09-17 21:09:04,38.35
cumid1104,2023-09-17 21:20:54,105.35
cumid1105,2023-09-17 21:25:40,26.31
cumid1106,2023-09-17 21:27:40,26.34
cumid1107,2023-09-17 21:37:17,19.27
cumid1108,2023-09-17 21:37:39,20.1
cumid1109,2023-09-17 22:33:53,24.25
cumid1110,2023-09-17 22:38:30,17.5
cumid1111,2023-09-17 22:58:59,110.05
cumid1112,2023-09-17 23:02:34,24.77
cumid1113,2023-09-17 23:06:42,17.43
cumid1114,2023-09-17 23:21:02,118.25
cumid1115,2023-09-17 23:29:52,26.26
cumid1116,2023-09-17 23:29:55,45.14
cumid1117,2023-09-18 00:36:00,26.26
cumid1118,2023-09-18 02:17:30,10.03
cumid1119,2023-09-18 08:10:24,37.46
cumid1120,2023-09-18 08:19:39,9.45
cumid414,2023-09-18 08:42:55,38.48
cumid1121,2023-09-18 08:45:09,40.08
cumid1122,2023-09-18 08:48:24,17.27
cumid1123,2023-09-18 08:52:55,26.24
cumid1124,2023-09-18 09:02:42,17.28
cumid1125,2023-09-18 09:13:49,16.73
cumid401,2023-09-18 09:50:17,17.97
cumid1126,2023-09-18 09:54:01,17.16
cumid1127,2023-09-18 10:04:17,17.9
cumid1128,2023-09-18 10:07:21,18.23
cumid1129,2023-09-18 10:17:23,9.81
cumid1129,2023-09-18 10:20:14,17.66
cumid1130,2023-09-18 10:27:10,116.37
cumid1131,2023-09-18 10:28:49,113.29
cumid1132,2023-09-18 10:33:21,18.04
cumid1133,2023-09-18 10:48:09,9.67
cumid1134,2023-09-18 10:54:57,45.59
cumid1135,2023-09-18 10:55:07,16.83
cumid1136,2023-09-18 11:33:39,110.24
cumid1137,2023-09-18 11:44:26,20.09
cumid1138,2023-09-18 12:05:45,39.9
cumid1139,2023-09-18 12:16:42,25.94
cumid1140,2023-09-18 12:36:19,9.26
cumid80,2023-09-18 12:37:11,117.85
cumid656,2023-09-18 13:00:20,35.72
cumid1141,2023-09-18 13:00:32,17.63
cumid1142,2023-09-18 13:05:42,37.54
cumid1143,2023-09-18 13:14:41,37.51
cumid1144,2023-09-18 13:25:49,17.35
cumid1145,2023-09-18 13:32:13,17.86
cumid1146,2023-09-18 13:34:24,37.26
cumid1147,2023-09-18 13:42:49,10.06
cumid1148,2023-09-18 13:45:06,17.41
cumid1149,2023-09-18 13:45:50,18.01
cumid137,2023-09-18 13:48:39,16.86
cumid1150,2023-09-18 14:00:24,37.38
cumid1151,2023-09-18 14:04:37,17.17
cumid1152,2023-09-18 14:14:02,23.97
cumid1153,2023-09-18 14:29:01,17.78
cumid1154,2023-09-18 14:29:54,18.87
cumid1155,2023-09-18 14:36:19,9.86
cumid1156,2023-09-18 14:41:45,20.05
cumid1157,2023-09-18 14:47:14,29.84
cumid1158,2023-09-18 14:55:30,17.08
cumid1159,2023-09-18 15:01:25,9.3
cumid1160,2023-09-18 15:13:20,16.89
cumid1161,2023-09-18 15:29:06,19.18
cumid1005,2023-09-18 15:31:56,18.18
cumid1162,2023-09-18 15:38:01,17.41
cumid1163,2023-09-18 15:38:59,19.81
cumid1164,2023-09-18 15:41:04,114.51
cumid1165,2023-09-18 15:43:45,39.43
cumid1166,2023-09-18 15:52:29,18.54
cumid1167,2023-09-18 16:02:51,9.48
cumid1168,2023-09-18 16:21:32,38.16
cumid1169,2023-09-18 16:26:04,9.59
cumid1170,2023-09-18 16:31:02,9.31
cumid1171,2023-09-18 16:40:18,39.06
cumid1132,2023-09-18 16:53:39,37.19
cumid1172,2023-09-18 16:59:34,39.48
cumid675,2023-09-18 17:01:26,17.83
cumid1173,2023-09-18 17:08:27,9.56
cumid1174,2023-09-18 17:12:44,38.18
cumid1175,2023-09-18 17:13:53,38.64
cumid1176,2023-09-18 17:41:54,201.05
cumid1177,2023-09-18 18:00:45,19.06
cumid1178,2023-09-18 18:04:12,113.84
cumid1179,2023-09-18 18:15:11,38.54
cumid1180,2023-09-18 18:23:29,116.91
cumid1181,2023-09-18 18:36:25,19.42
cumid1182,2023-09-18 18:39:26,76.64
cumid1183,2023-09-18 19:03:37,112.42
cumid1184,2023-09-18 19:17:37,18.71
cumid1185,2023-09-18 19:19:17,19.24
cumid1186,2023-09-18 19:25:10,654.21
